SR_WL,S2A_SR_AV_B1,S2A_SR_AV_B2,S2A_SR_AV_B3,S2A_SR_AV_B4,S2A_SR_AV_B5,S2A_SR_AV_B6,S2A_SR_AV_B7,S2A_SR_AV_B8,S2A_SR_AV_B8A,S2A_SR_AV_B9,S2A_SR_AV_B10,S2A_SR_AV_B11,S2A_SR_AV_B12
839,0,0,0,0,0,0,0,0.78394807,0,0,0,0,0
840,0,0,0,0,0,0,0,0.7968381,0,0,0,0,0
841,0,0,0,0,0,0,0,0.80260206,0,0,0,0,0
842,0,0,0,0,0,0,0,0.8045194,0,0,0,0,0
843,0,0,0,0,0,0,0,0.80240918,0,0,0,0,0
844,0,0,0,0,0,0,0,0.79699072,0,0,0,0,0
845,0,0,0,0,0,0,0,0.78920304,0,0,0,0,0
846,0,0,0,0,0,0,0,0.77691621,0,0,0,0,0
847,0,0,0,0,0,0,0,0.76518406,0.00157217,0,0,0,0
848,0,0,0,0,0,0,0,0.75119717,0.00249886,0,0,0,0
849,0,0,0,0,0,0,0,0.73700357,0.01332037,0,0,0,0
850,0,0,0,0,0,0,0,0.72262399,0.02614866,0,0,0,0
851,0,0,0,0,0,0,0,0.70412578,0.05260479,0,0,0,0
852,0,0,0,0,0,0,0,0.68410805,0.10779709,0,0,0,0
853,0,0,0,0,0,0,0,0.66474528,0.22160755,0,0,0,0
854,0,0,0,0,0,0,0,0.64736891,0.39721628,0,0,0,0
855,0,0,0,0,0,0,0,0.63005125,0.60986885,0,0,0,0
856,0,0,0,0,0,0,0,0.61564222,0.81658883,0,0,0,0
857,0,0,0,0,0,0,0,0.60249557,0.9322445,0,0,0,0
858,0,0,0,0,0,0,0,0.58988992,0.97210033,0,0,0,0
859,0,0,0,0,0,0,0,0.57993399,0.97545482,0,0,0,0
860,0,0,0,0,0,0,0,0.57136506,0.97538048,0,0,0,0
861,0,0,0,0,0,0,0,0.56094242,0.97328205,0,0,0,0
862,0,0,0,0,0,0,0,0.55235105,0.97607828,0,0,0,0
863,0,0,0,0,0,0,0,0.54568236,0.98034955,0,0,0,0
864,0,0,0,0,0,0,0,0.53958052,0.98690928,0,0,0,0
865,0,0,0,0,0,0,0,0.53510215,0.99087465,0,0,0,0
866,0,0,0,0,0,0,0,0.53093675,0.99741818,0,0,0,0
867,0,0,0,0,0,0,0,0.53016508,0.99984673,0,0,0,0
868,0,0,0,0,0,0,0,0.52984662,0.99939141,0,0,0,0
869,0,0,0,0,0,0,0,0.53036682,0.99587928,0,0,0,0
870,0,0,0,0,0,0,0,0.53211463,0.99541228,0,0,0,0
871,0,0,0,0,0,0,0,0.53271918,1,0,0,0,0
872,0,0,0,0,0,0,0,0.53246806,0.99640762,0,0,0,0
873,0,0,0,0,0,0,0,0.53331158,0.92359433,0,0,0,0
874,0,0,0,0,0,0,0,0.5319278,0.74137684,0,0,0,0
875,0,0,0,0,0,0,0,0.53051055,0.48965971,0,0,0,0
876,0,0,0,0,0,0,0,0.52951499,0.25020643,0,0,0,0
877,0,0,0,0,0,0,0,0.52996848,0.11221246,0,0,0,0
878,0,0,0,0,0,0,0,0.53253373,0.04755984,0,0,0,0
879,0,0,0,0,0,0,0,0.53705085,0.02297815,0,0,0,0
880,0,0,0,0,0,0,0,0.54235344,0.01061438,0,0,0,0
881,0,0,0,0,0,0,0,0.54912497,0.00108149,0,0,0,0
882,0,0,0,0,0,0,0,0.55523055,0,0,0,0,0
883,0,0,0,0,0,0,0,0.56011135,0,0,0,0,0
884,0,0,0,0,0,0,0,0.55767999,0,0,0,0,0
885,0,0,0,0,0,0,0,0.54821984,0,0,0,0,0
886,0,0,0,0,0,0,0,0.53144613,0,0,0,0,0
887,0,0,0,0,0,0,0,0.50763528,0,0,0,0,0
888,0,0,0,0,0,0,0,0.47811224,0,0,0,0,0
889,0,0,0,0,0,0,0,0.45092793,0,0,0,0,0
890,0,0,0,0,0,0,0,0.42798466,0,0,0,0,0
891,0,0,0,0,0,0,0,0.41051405,0,0,0,0,0
892,0,0,0,0,0,0,0,0.40039139,0,0,0,0,0
893,0,0,0,0,0,0,0,0.40087302,0,0,0,0,0
894,0,0,0,0,0,0,0,0.40829375,0,0,0,0,0
895,0,0,0,0,0,0,0,0.42086556,0,0,0,0,0
896,0,0,0,0,0,0,0,0.43007022,0,0,0,0,0
897,0,0,0,0,0,0,0,0.42456692,0,0,0,0,0
898,0,0,0,0,0,0,0,0.39136817,0,0,0,0,0
899,0,0,0,0,0,0,0,0.33009008,0,0,0,0,0
900,0,0,0,0,0,0,0,0.25720509,0,0,0,0,0
901,0,0,0,0,0,0,0,0.18189031,0,0,0,0,0
902,0,0,0,0,0,0,0,0.11650668,0,0,0,0,0
903,0,0,0,0,0,0,0,0.07031579,0,0,0,0,0
904,0,0,0,0,0,0,0,0.04275381,0,0,0,0,0
905,0,0,0,0,0,0,0,0.02593154,0,0,0,0,0
906,0,0,0,0,0,0,0,0.01574394,0,0,0,0,0
907,0,0,0,0,0,0,0,0.00394326,0,0,0,0,0
908,0,0,0,0,0,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0,0,0,0,0,0
924,0,0,0,0,0,0,0,0,0,0,0,0,0
925,0,0,0,0,0,0,0,0,0,0,0,0,0
926,0,0,0,0,0,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0,0,0,0,0
931,0,0,0,0,0,0,0,0,0,0,0,0,0
932,0,0,0,0,0,0,0,0,0,0.01662953,0,0,0
933,0,0,0,0,0,0,0,0,0,0.06111857,0,0,0
934,0,0,0,0,0,0,0,0,0,0.17407094,0,0,0
935,0,0,0,0,0,0,0,0,0,0.38946454,0,0,0
936,0,0,0,0,0,0,0,0,0,0.6645915,0,0,0
937,0,0,0,0,0,0,0,0,0,0.87454114,0,0,0
938,0,0,0,0,0,0,0,0,0,0.93695988,0,0,0
939,0,0,0,0,0,0,0,0,0,0.96751014,0,0,0
940,0,0,0,0,0,0,0,0,0,0.9893391,0,0,0
941,0,0,0,0,0,0,0,0,0,0.9951269,0,0,0
942,0,0,0,0,0,0,0,0,0,1,0,0,0
943,0,0,0,0,0,0,0,0,0,0.97845762,0,0,0
944,0,0,0,0,0,0,0,0,0,0.98069118,0,0,0
945,0,0,0,0,0,0,0,0,0,0.9922335,0,0,0
946,0,0,0,0,0,0,0,0,0,0.98798379,0,0,0
947,0,0,0,0,0,0,0,0,0,0.99428313,0,0,0
948,0,0,0,0,0,0,0,0,0,0.98348041,0,0,0
949,0,0,0,0,0,0,0,0,0,0.97820013,0,0,0
950,0,0,0,0,0,0,0,0,0,0.95023367,0,0,0
951,0,0,0,0,0,0,0,0,0,0.95299604,0,0,0
952,0,0,0,0,0,0,0,0,0,0.92240308,0,0,0
953,0,0,0,0,0,0,0,0,0,0.85573828,0,0,0
954,0,0,0,0,0,0,0,0,0,0.70970227,0,0,0
955,0,0,0,0,0,0,0,0,0,0.46429542,0,0,0
956,0,0,0,0,0,0,0,0,0,0.21538427,0,0,0
957,0,0,0,0,0,0,0,0,0,0.06534121,0,0,0
958,0,0,0,0,0,0,0,0,0,0.01625596,0,0,0
959,0,0,0,0,0,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0,0,0,0,0,0
967,0,0,0,0,0,0,0,0,0,0,0,0,0
968,0,0,0,0,0,0,0,0,0,0,0,0,0
969,0,0,0,0,0,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0,0,0,0
971,0,0,0,0,0,0,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0,0,0,0,0,0
973,0,0,0,0,0,0,0,0,0,0,0,0,0
974,0,0,0,0,0,0,0,0,0,0,0,0,0
975,0,0,0,0,0,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0,0,0,0,0,0
977,0,0,0,0,0,0,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0,0,0,0,0,0
979,0,0,0,0,0,0,0,0,0,0,0,0,0
980,0,0,0,0,0,0,0,0,0,0,0,0,0
981,0,0,0,0,0,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0,0,0,0,0,0,0,0
983,0,0,0,0,0,0,0,0,0,0,0,0,0
984,0,0,0,0,0,0,0,0,0,0,0,0,0
985,0,0,0,0,0,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0,0,0,0,0,0
987,0,0,0,0,0,0,0,0,0,0,0,0,0
988,0,0,0,0,0,0,0,0,0,0,0,0,0
989,0,0,0,0,0,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0,0,0,0,0,0
991,0,0,0,0,0,0,0,0,0,0,0,0,0
992,0,0,0,0,0,0,0,0,0,0,0,0,0
993,0,0,0,0,0,0,0,0,0,0,0,0,0
994,0,0,0,0,0,0,0,0,0,0,0,0,0
995,0,0,0,0,0,0,0,0,0,0,0,0,0
996,0,0,0,0,0,0,0,0,0,0,0,0,0
997,0,0,0,0,0,0,0,0,0,0,0,0,0
998,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0
